ID,Survey_Year,Ethnicity,Food,ew,ew2,mw,mw2,ewmw
82,201819,1,12001,2914099.02,30170329441,58414.06,2435103.969,105365276.3
83,201819,1,12103,7015740.12,107988087120,58414.06,2435103.969,240809270.1
84,201819,1,12304,44480.4,123037335.5,58414.06,2435103.969,1773222.961
85,201819,1,12305,333586,2850047029,58414.06,2435103.969,10267551.55
86,201819,1,12901,239301.74,82976688.01,58414.06,2435103.969,9154530.17
87,201819,1,13501,4018179.939,45587482592,58414.06,2435103.969,144677447.4
88,201819,1,13801,3783235.23,56944211290,58414.06,2435103.969,158102330
89,201819,1,13802,303836.4,2897561025,58414.06,2435103.969,9847683.119
90,201819,1,13901,180142.3,1194743790,58414.06,2435103.969,5833192.771
91,201819,1,14304,1739190.3,26128900906,58414.06,2435103.969,64334584.07
92,201819,1,14305,3413047.13,107153664646,58414.06,2435103.969,137589550.8
93,201819,1,14802,2307960.9,24543702703,58414.06,2435103.969,74202167.84
94,201819,1,14803,724683.38,7147208173,58414.06,2435103.969,24987230.21
95,201819,1,14805,145241.25,783912609,58414.06,2435103.969,4641693.075
96,201819,1,14807,825820.9389,8895376002,58414.06,2435103.969,27643347.15
97,201819,1,15001,7291928.77,195315627804,58414.06,2435103.969,251224518.6
98,201819,1,15101,1595885.084,14458894981,58414.06,2435103.969,65892356.6
99,201819,1,15201,766555.09,5421472153,58414.06,2435103.969,20959551.08
100,201819,1,15301,323816.89,1894395457,58414.06,2435103.969,11440643.41
101,201819,1,15401,920370.0276,6891329061,58414.06,2435103.969,27484609.21
102,201819,1,15504,30072665.09,1680172800168,58414.06,2435103.969,1026629583
103,201819,1,15505,8190011.543,205075192778,58414.06,2435103.969,303868517.6
104,201819,1,15506,8314107.813,311745519591,58414.06,2435103.969,316461936.9
105,201819,1,16201,3321891.723,41383307087,58414.06,2435103.969,106850930
106,201819,1,16301,926851.5228,7864036871,58414.06,2435103.969,28165591.65
107,201819,1,16401,7081183.12,104083337482,58414.06,2435103.969,247699826.7
108,201819,1,16701,3981500.976,41237210763,58414.06,2435103.969,148741903.8
109,201819,1,16702,2043190.53,11176827489,58414.06,2435103.969,75019890.14
110,201819,1,16801,457228.2499,2656274423,58414.06,2435103.969,15962774.77
111,201819,1,16901,1820030.553,20432470196,58414.06,2435103.969,60297819.85
112,201819,1,17101,1332121.323,9433758687,58414.06,2435103.969,50897785.54
113,201819,1,17201,11695178.23,249700796103,58414.06,2435103.969,452077449.1
114,201819,1,17301,1347215.367,17224470383,58414.06,2435103.969,48893974.94
115,201819,1,17401,5822105.135,94537968445,58414.06,2435103.969,198098131.9
116,201819,1,17501,10856467.63,229571055973,58414.06,2435103.969,373806236.1
117,201819,1,17601,6044350.376,76572727934,58414.06,2435103.969,243980302.6
118,201819,1,17701,4562842.661,39596422720,58414.06,2435103.969,157272042.3
119,201819,1,17801,9782346.015,157343591988,58414.06,2435103.969,328335566.4
120,201819,1,18301,3273041.55,114550658939,58414.06,2435103.969,157691512.1
121,201819,1,18302,3448120.559,69107942655,58414.06,2435103.969,126904527
122,201819,1,18303,9652778.689,188538829989,58414.06,2435103.969,343913966.9
123,201819,1,18304,666234.7962,2040842473,58414.06,2435103.969,25887774.08
124,201819,1,18401,7525267.35,190130268156,58414.06,2435103.969,304154444
125,201819,1,18501,1672484.24,20656391961,58414.06,2435103.969,56902765.86
126,201819,1,18802,10496556.51,319862464285,58414.06,2435103.969,383180192.2
127,201819,1,18803,2748973.24,51162686906,58414.06,2435103.969,105471992.1
128,201819,1,19101,2142029.75,26168404535,58414.06,2435103.969,88547699.59
129,201819,1,19201,640757.72,8759310095,58414.06,2435103.969,22583346.22
130,201819,1,19501,47477.37,211818441.2,58414.06,2435103.969,1710617.388
131,201819,1,19602,517042.84,2665244055,58414.06,2435103.969,24090149.46
132,201819,1,19603,484272.5,15783605356,58414.06,2435103.969,11763605.38
133,201819,1,19702,12050465.24,355761416424,58414.06,2435103.969,478180979.6
134,201819,1,19703,3713468.4,48196505638,58414.06,2435103.969,149928023
135,201819,1,19801,65308.34,420395549.7,58414.06,2435103.969,1769302.891
136,201819,1,19901,389191.6,6872372892,58414.06,2435103.969,18082918.23
137,201819,1,20002,7557839.788,86676649025,58414.06,2435103.969,311100210.8
138,201819,1,20101,5699183.326,124325383032,58414.06,2435103.969,221994402.6
139,201819,1,20301,3795448.26,50813076622,58414.06,2435103.969,126972549.4
140,201819,1,20401,349818.6,3905955381,58414.06,2435103.969,13755262.08
141,201819,1,20601,9521283.882,201807170657,58414.06,2435103.969,349674240.9
142,201819,1,20604,986255.9,7196264874,58414.06,2435103.969,36598042
143,201819,1,20801,4453702.92,100426474126,58414.06,2435103.969,164357396.1
144,201819,1,21001,5048018.793,115084308278,58414.06,2435103.969,161423666.4
145,201819,1,21401,9950873.359,191678973144,58414.06,2435103.969,365485615.3
146,201819,1,21701,14394466.16,451776453113,58414.06,2435103.969,522073727.2
147,201819,1,21801,3625048.19,54280854565,58414.06,2435103.969,118948120.6
148,201819,1,22101,7577670.091,190701264442,58414.06,2435103.969,282189201.3
149,201819,1,22201,6662034.072,108109829108,58414.06,2435103.969,227684614.7
150,201819,1,22701,8619911.221,163390162694,58414.06,2435103.969,312541001.9
151,201819,1,22801,24870750.37,795528606662,58414.06,2435103.969,867119021.2
152,201819,1,22901,5384210.903,307689628880,58414.06,2435103.969,235658194.6
153,201819,1,23101,4748917.534,102701641134,58414.06,2435103.969,167647393.6
154,201819,1,23301,1480044.08,50381490806,58414.06,2435103.969,71050139.35
155,201819,1,23601,1816300.97,25525375581,58414.06,2435103.969,63342652.1
156,201819,1,24001,2093121.12,29262084727,58414.06,2435103.969,67127728.3
157,201819,1,24101,1247129.39,23709782805,58414.06,2435103.969,41027700.53
158,201819,1,24502,3698881.731,46891960544,58414.06,2435103.969,128503209.4
159,201819,1,24503,725971.12,6130143708,58414.06,2435103.969,23725813.41
160,201819,1,24801,26166589.9,1470306404800,58414.06,2435103.969,1066613708
161,201819,1,25102,2351608.86,46780821788,58414.06,2435103.969,93589305.78
162,201819,1,25202,21120027.45,1074107550605,58414.06,2435103.969,907780922.6
163,201819,1,25701,38216,878753984,58414.06,2435103.969,1017908.56
164,201819,1,25801,774398.35,13744390649,58414.06,2435103.969,29117119.49
165,201819,1,25901,2896623.165,47220053505,58414.06,2435103.969,88803093.86
166,201819,1,26001,13406219.36,347673807598,58414.06,2435103.969,456138084.6
167,201819,1,26302,6989397.188,504844687439,58414.06,2435103.969,395918085.4
168,201819,1,26303,1013342.029,9273725045,58414.06,2435103.969,35286226.99
169,201819,1,26304,2711637.488,32867129356,58414.06,2435103.969,113299362.8
170,201819,1,26305,313984.75,2496616313,58414.06,2435103.969,8481395.565
171,201819,1,26308,9081929.624,160102929142,58414.06,2435103.969,331349526.8
172,201819,1,26309,1945653.235,22208486794,58414.06,2435103.969,66698241.55
173,201819,1,26310,421646.95,2262336059,58414.06,2435103.969,15779570.97
174,201819,1,26311,204397,485953124.8,58414.06,2435103.969,8633579.406
175,201819,1,26401,4444809.33,138803754682,58414.06,2435103.969,154993736.3
176,201819,1,26701,5812660.093,69094565563,58414.06,2435103.969,216153351.8
177,201819,1,27001,12101261.42,258303298279,58414.06,2435103.969,456330795.9
178,201819,1,27002,193638.12,996525943.1,58414.06,2435103.969,6665742.995
179,201819,1,27101,870657.19,7742143397,58414.06,2435103.969,33081614.87
180,201819,1,27402,9555491.933,148728141875,58414.06,2435103.969,359049422.2
181,201819,1,27403,1859027.89,13090149759,58414.06,2435103.969,67942472.82
182,201819,1,27702,6849732.891,84152084417,58414.06,2435103.969,272865294.9
183,201819,1,28101,3116269.28,57931245826,58414.06,2435103.969,103453088.2
184,201819,1,28202,2915857.36,53298770849,58414.06,2435103.969,87712457.63
185,201819,1,28203,5406861.396,88265111737,58414.06,2435103.969,213620471.6
186,201819,1,28204,3906651.432,57437663371,58414.06,2435103.969,175507702.6
187,201819,1,28205,2604951.79,39663145413,58414.06,2435103.969,98870004.55
188,201819,1,28502,1547687.79,19336267251,58414.06,2435103.969,49933689.92
189,201819,1,28503,865396.25,11843867459,58414.06,2435103.969,26068293.91
190,201819,1,28601,1010618.741,8728753404,58414.06,2435103.969,35771502.96
191,201819,1,28702,3791370.92,120345187556,58414.06,2435103.969,161948337.9
192,201819,1,28703,2821404.6,32367481188,58414.06,2435103.969,103082254.1
193,201819,1,28704,1651075.2,15349569055,58414.06,2435103.969,68792843.22
194,201819,1,29001,1004625.84,73691182582,58414.06,2435103.969,36666082.97
195,201819,1,29101,148980.65,915443537.2,58414.06,2435103.969,6754908.713
196,201819,1,29402,864094.74,8787277767,58414.06,2435103.969,28543818.77
197,201819,1,29501,1885078.76,46810224792,58414.06,2435103.969,70810960.09
198,201819,1,29502,9161393.644,187759141113,58414.06,2435103.969,411944394.8
199,201819,1,29503,136887.1,544664046.5,58414.06,2435103.969,5666811.693
200,201819,1,29601,7879089.05,171413221881,58414.06,2435103.969,356737448.3
201,201819,1,29602,2838014,73690397170,58414.06,2435103.969,134033236
202,201819,1,29907,696217.1368,8368136991,58414.06,2435103.969,26505878.52
203,201819,1,29909,2741308.745,18120294787,58414.06,2435103.969,116367388.3
204,201819,1,29915,1256137.32,10307138955,58414.06,2435103.969,40634169.86
205,201819,1,29916,137506.25,297643216.4,58414.06,2435103.969,5753164.774
206,201819,1,29919,7182733.558,105102839014,58414.06,2435103.969,307078645
207,201819,1,30101,927928.73,11009650685,58414.06,2435103.969,34144183.53
208,201819,1,30401,2489515.543,19059957673,58414.06,2435103.969,84356522.59
209,201819,1,30701,1412798.828,16302109207,58414.06,2435103.969,53869588.77
210,201819,1,30801,1676009.993,8940743312,58414.06,2435103.969,52376306.25
211,201819,1,30901,5518.9,30458257.21,58414.06,2435103.969,315957.025
212,201819,1,31001,116591.6,572854466.7,58414.06,2435103.969,3856987.958
213,201819,1,31201,510987.4313,4140553785,58414.06,2435103.969,18385337.88
214,201819,1,31301,188611.12,1587381193,58414.06,2435103.969,8162726.442
215,201819,1,31401,54279003.54,13064316137532,58414.06,2435103.969,2448555221
216,201819,1,31501,1053698.65,53774253003,58414.06,2435103.969,42978624.26
217,201819,1,31801,8116781.102,226566715838,58414.06,2435103.969,250319209
218,201819,1,31901,322160.35,2884876351,58414.06,2435103.969,11125746.07
219,201819,1,32001,38904.5,171228977.7,58414.06,2435103.969,1450185.648
220,201819,1,32101,19209.5,30961024.25,58414.06,2435103.969,742010.3
221,201819,1,32201,6104.7,37267362.09,58414.06,2435103.969,73073.259
222,201819,1,32302,4810189.427,53188705362,58414.06,2435103.969,187353953
223,201819,1,32303,1328321.911,19073826890,58414.06,2435103.969,64513681.14
224,201819,1,32702,1826351.36,21947034490,58414.06,2435103.969,64182874.77
225,201819,1,32703,13758607.72,341928239707,58414.06,2435103.969,566845043.8
226,201819,1,32704,80014.55,91927688.45,58414.06,2435103.969,3954035.197
227,201819,1,32801,561867.8,3296620541,58414.06,2435103.969,20162108.92
228,201819,1,32901,546401.46,6002789413,58414.06,2435103.969,21923983
229,201819,1,33203,12643766.56,654089905434,58414.06,2435103.969,494085359.6
230,201819,1,33302,6232177.493,156436573954,58414.06,2435103.969,267749452.4
231,201819,1,33303,6290491.087,400865773979,58414.06,2435103.969,295343396.5
232,201819,1,33304,262208.7,2336963412,58414.06,2435103.969,11220260.12
233,201819,1,33401,798741.54,20463931949,58414.06,2435103.969,24125772.14
234,201819,1,33501,0,0,58414.06,2435103.969,0
235,201819,1,33602,0,0,58414.06,2435103.969,0
236,201819,1,33603,0,0,58414.06,2435103.969,0
237,201819,1,33604,0,0,58414.06,2435103.969,0
238,201819,1,33605,0,0,58414.06,2435103.969,0
239,201819,1,33606,0,0,58414.06,2435103.969,0
240,201819,1,33607,0,0,58414.06,2435103.969,0
241,201819,1,33901,1049194.23,16954399805,58414.06,2435103.969,37984490.74
242,201819,1,34001,28147870.8,4640527139698,58414.06,2435103.969,1080681700
243,201819,1,34101,50070140.04,8833544173906,58414.06,2435103.969,2255408700
244,201819,1,34301,52491702.15,11482499118477,58414.06,2435103.969,2229762733
245,201819,1,34401,70390059.04,15530455366491,58414.06,2435103.969,2744049635
246,201819,1,35001,4793225.518,52968930682,58414.06,2435103.969,186268776.5
247,201819,1,35101,6145515.242,91655611986,58414.06,2435103.969,222657716.4
248,201819,1,35202,164221.972,225558854.7,58414.06,2435103.969,6741269.03
249,201819,1,35301,168262.062,430075949.9,58414.06,2435103.969,5523097.59
250,201819,1,35302,5069288.926,63792810410,58414.06,2435103.969,203581038
251,201819,1,35401,442950.424,2916502185,58414.06,2435103.969,12922696.87
252,201819,1,35501,16214.46,56044391.97,58414.06,2435103.969,735346.554
253,201819,1,38102,11591702.49,1368188732004,58414.06,2435103.969,419403913.7
254,201819,1,38202,30675828.28,5993432283875,58414.06,2435103.969,1195403692
255,201819,1,38302,10837075.89,1973234748542,58414.06,2435103.969,401160010.2
256,201819,1,38402,3047688.57,185896027477,58414.06,2435103.969,116111157
257,201819,1,38403,27534296.76,2881778912939,58414.06,2435103.969,860792619.3
258,201819,1,38501,539575.07,11357532320,58414.06,2435103.969,22021295.81
259,201819,1,38601,601395.8,10149780458,58414.06,2435103.969,20661008.9
260,201819,1,38701,4439508.71,121606166046,58414.06,2435103.969,131486091.8
261,201819,1,38801,864496.48,16889936441,58414.06,2435103.969,24491444.5
262,201819,1,38901,229878.1,2687920370,58414.06,2435103.969,8553164.102
263,201819,1,4,35552180.92,5678987934883,58414.06,2435103.969,1376852817
264,201819,1,9,1059888.544,43265237111,58414.06,2435103.969,29998666.82
265,201819,1,11,5595462.6,1454845813008,58414.06,2435103.969,250240519.6
266,201819,1,12,292161,20306279907,58414.06,2435103.969,7345303.2
267,201819,1,13,23698439.03,757980760132,58414.06,2435103.969,839412132.2
268,201819,1,15,131895693.6,23170519503268,58414.06,2435103.969,5235660086
269,201819,1,16,17230257.55,1090119754449,58414.06,2435103.969,663215112.3
270,201819,1,17,3231729.732,36387784471,58414.06,2435103.969,124929050.3
271,201819,1,22,14062698.61,228818896435,58414.06,2435103.969,519423550.6
272,201819,1,23,1194268.872,5619735636,58414.06,2435103.969,43176169.86
273,201819,1,31,11685351.18,317091410947,58414.06,2435103.969,508453234
274,201819,1,36,2357312.273,40728723465,58414.06,2435103.969,73952595.09
275,201819,1,41,5641582.464,116637326425,58414.06,2435103.969,215911140
276,201819,1,46,258361.7347,3153834773,58414.06,2435103.969,11194622.96
277,201819,1,51,122796.6969,1024876912,58414.06,2435103.969,2670592.908
278,201819,1,55,7590346.7,110148743952,58414.06,2435103.969,276832884.1
279,201819,1,58,4834698.45,38922473856,58414.06,2435103.969,176063703.4
280,201819,1,59,3891824.805,52277104289,58414.06,2435103.969,154994460.8
281,201819,1,62,856129.8354,4689073859,58414.06,2435103.969,29084430.84
282,201819,1,66,1500771.421,11508404381,58414.06,2435103.969,55709102.36
283,201819,1,71,2472210.88,40358525789,58414.06,2435103.969,94927062.34
284,201819,1,74,24169857.32,1316064695495,58414.06,2435103.969,994296270.3
285,201819,1,77,1804612.761,48893795235,58414.06,2435103.969,61028634.81
286,201819,1,78,90381.03,3956285032,58414.06,2435103.969,2595605.464
287,201819,1,79,6780346.618,105480733523,58414.06,2435103.969,263612186.1
288,201819,1,80,419845.9952,4845404241,58414.06,2435103.969,17407818.2
289,201819,1,83,2864762.352,32125888109,58414.06,2435103.969,110012825.2
290,201819,1,84,4895721.617,86020428240,58414.06,2435103.969,173803569.1
291,201819,1,85,2813782.686,55008321255,58414.06,2435103.969,141035883.7
292,201819,1,89,23394029.21,986130225859,58414.06,2435103.969,913798789
293,201819,1,93,2222095.532,24026701122,58414.06,2435103.969,96423273.89
294,201819,1,94,55856.63,131033414.4,58414.06,2435103.969,1328662.478
295,201819,1,95,5488382.17,109826885826,58414.06,2435103.969,229850079.7
296,201819,1,102,1595761.852,21106317472,58414.06,2435103.969,44783436.38
297,201819,1,106,287526.6207,1858532426,58414.06,2435103.969,7848612.184
298,201819,1,107,1831720.007,19118406560,58414.06,2435103.969,66499938.78
299,201819,1,108,829066.057,4884414027,58414.06,2435103.969,27851007.32
300,201819,1,114,443282.908,3355581676,58414.06,2435103.969,12322818.26
301,201819,1,117,1243781.967,11873342619,58414.06,2435103.969,41195067.06
302,201819,1,118,775079.29,4616445523,58414.06,2435103.969,25493562.81
303,201819,1,119,199113.95,904040563.8,58414.06,2435103.969,4384448.63
304,201819,1,120,2914099.02,30170329441,58414.06,2435103.969,105365276.3
305,201819,1,121,7015740.12,107988087120,58414.06,2435103.969,240809270.1
306,201819,1,123,378066.4,3041774021,58414.06,2435103.969,12040774.51
307,201819,1,129,239301.74,82976688.01,58414.06,2435103.969,9154530.17
308,201819,1,135,4018179.939,45587482592,58414.06,2435103.969,144677447.4
309,201819,1,138,4087071.63,63421191241,58414.06,2435103.969,167950013.1
310,201819,1,139,180142.3,1194743790,58414.06,2435103.969,5833192.771
311,201819,1,143,5152237.43,141075057027,58414.06,2435103.969,201924134.9
312,201819,1,148,4003706.469,45404087429,58414.06,2435103.969,131474438.3
313,201819,1,150,7291928.77,195315627804,58414.06,2435103.969,251224518.6
314,201819,1,151,1595885.084,14458894981,58414.06,2435103.969,65892356.6
315,201819,1,152,766555.09,5421472153,58414.06,2435103.969,20959551.08
316,201819,1,153,323816.89,1894395457,58414.06,2435103.969,11440643.41
317,201819,1,154,920370.0276,6891329061,58414.06,2435103.969,27484609.21
318,201819,1,155,46576784.44,2817252372895,58414.06,2435103.969,1646960037
319,201819,1,162,3321891.723,41383307087,58414.06,2435103.969,106850930
320,201819,1,163,926851.5228,7864036871,58414.06,2435103.969,28165591.65
321,201819,1,164,7081183.12,104083337482,58414.06,2435103.969,247699826.7
322,201819,1,167,6024691.506,63113629221,58414.06,2435103.969,223761794
323,201819,1,168,457228.2499,2656274423,58414.06,2435103.969,15962774.77
324,201819,1,169,1820030.553,20432470196,58414.06,2435103.969,60297819.85
325,201819,1,171,1332121.323,9433758687,58414.06,2435103.969,50897785.54
326,201819,1,172,11695178.23,249700796103,58414.06,2435103.969,452077449.1
327,201819,1,173,1347215.367,17224470383,58414.06,2435103.969,48893974.94
328,201819,1,174,5822105.135,94537968445,58414.06,2435103.969,198098131.9
329,201819,1,175,10856467.63,229571055973,58414.06,2435103.969,373806236.1
330,201819,1,176,6044350.376,76572727934,58414.06,2435103.969,243980302.6
331,201819,1,177,4562842.661,39596422720,58414.06,2435103.969,157272042.3
332,201819,1,178,9782346.015,157343591988,58414.06,2435103.969,328335566.4
333,201819,1,183,17040175.59,547348419647,58414.06,2435103.969,654397780
334,201819,1,184,7525267.35,190130268156,58414.06,2435103.969,304154444
335,201819,1,185,1672484.24,20656391961,58414.06,2435103.969,56902765.86
336,201819,1,188,13245529.75,415788392173,58414.06,2435103.969,488652184.3
337,201819,1,191,2142029.75,26168404535,58414.06,2435103.969,88547699.59
338,201819,1,192,640757.72,8759310095,58414.06,2435103.969,22583346.22
339,201819,1,195,47477.37,211818441.2,58414.06,2435103.969,1710617.388
340,201819,1,196,1001315.34,18637971001,58414.06,2435103.969,35853754.84
341,201819,1,197,15763933.64,480915981188,58414.06,2435103.969,628109002.6
342,201819,1,198,65308.34,420395549.7,58414.06,2435103.969,1769302.891
343,201819,1,199,389191.6,6872372892,58414.06,2435103.969,18082918.23
344,201819,1,200,7557839.788,86676649025,58414.06,2435103.969,311100210.8
345,201819,1,201,5699183.326,124325383032,58414.06,2435103.969,221994402.6
346,201819,1,203,3795448.26,50813076622,58414.06,2435103.969,126972549.4
347,201819,1,204,349818.6,3905955381,58414.06,2435103.969,13755262.08
348,201819,1,206,10507539.78,222876838685,58414.06,2435103.969,386272282.9
349,201819,1,208,4453702.92,100426474126,58414.06,2435103.969,164357396.1
350,201819,1,210,5048018.793,115084308278,58414.06,2435103.969,161423666.4
351,201819,1,214,9950873.359,191678973144,58414.06,2435103.969,365485615.3
352,201819,1,217,14394466.16,451776453113,58414.06,2435103.969,522073727.2
353,201819,1,218,3625048.19,54280854565,58414.06,2435103.969,118948120.6
354,201819,1,221,7577670.091,190701264442,58414.06,2435103.969,282189201.3
355,201819,1,222,6662034.072,108109829108,58414.06,2435103.969,227684614.7
356,201819,1,227,8619911.221,163390162694,58414.06,2435103.969,312541001.9
357,201819,1,228,24870750.37,795528606662,58414.06,2435103.969,867119021.2
358,201819,1,229,5384210.903,307689628880,58414.06,2435103.969,235658194.6
359,201819,1,231,4748917.534,102701641134,58414.06,2435103.969,167647393.6
360,201819,1,233,1480044.08,50381490806,58414.06,2435103.969,71050139.35
361,201819,1,236,1816300.97,25525375581,58414.06,2435103.969,63342652.1
362,201819,1,240,2093121.12,29262084727,58414.06,2435103.969,67127728.3
363,201819,1,241,1247129.39,23709782805,58414.06,2435103.969,41027700.53
364,201819,1,245,4424852.851,58843786607,58414.06,2435103.969,152229022.8
365,201819,1,248,26166589.9,1470306404800,58414.06,2435103.969,1066613708
366,201819,1,251,2351608.86,46780821788,58414.06,2435103.969,93589305.78
367,201819,1,252,21120027.45,1074107550605,58414.06,2435103.969,907780922.6
368,201819,1,257,38216,878753984,58414.06,2435103.969,1017908.56
369,201819,1,258,774398.35,13744390649,58414.06,2435103.969,29117119.49
370,201819,1,259,2896623.165,47220053505,58414.06,2435103.969,88803093.86
371,201819,1,260,13406219.36,347673807598,58414.06,2435103.969,456138084.6
372,201819,1,263,22681988.26,968966943930,58414.06,2435103.969,975445989.6
373,201819,1,264,4444809.33,138803754682,58414.06,2435103.969,154993736.3
374,201819,1,267,5812660.093,69094565563,58414.06,2435103.969,216153351.8
